vote_id,for_or_against,vote_topic,vote_date,politic_name,vote_category
vote_840,CONTRE,Inviter le Gouvernement à suspendre l'exploitation minière des fonds marins,17 janv. 2023,herve-delepinau,economie
vote_823,CONTRE,Projet de loi accélérant la production d’énergies renouvelables,10 janv. 2023,herve-delepinau,environnement
vote_770,POUR,Fixer une distance minimale de 40 kilomètres entre les éoliennes en mer et les côtes,13 déc. 2022,herve-delepinau,environnement
vote_672,POUR,Créer un indicateur de saturation des éoliennes par département,07 déc. 2022,herve-delepinau,environnement
vote_667,POUR,Solliciter l'avis des Bâtiments de France pour les projets éoliens à moins de 5km d'un bâtiment historique,06 déc. 2022,herve-delepinau,environnement
vote_652,ABSTENTION,Proposition de résolution soutenant l'Ukraine et condamnant la guerre menée par la Russie,30 nov. 2022,herve-delepinau,affaires-etrangeres
vote_629,CONTRE,Proposition de loi visant à inscrire l'IVG dans la Constitution,24 nov. 2022,herve-delepinau,sante-solidarite
vote_623,POUR,Projet de loi d'orientation et de programmation du ministère de l'Intérieur (LOPMI),22 nov. 2022,herve-delepinau,justice
vote_557,CONTRE,Projet de loi de finances rectificative pour 2022,08 nov. 2022,herve-delepinau,economie
vote_361,CONTRE,Projet de loi de programmation des finances publiques (2023 à 2027),25 oct. 2022,herve-delepinau,economie
vote_325,ABSTENTION,Rétablir l'impôt de solidarité sur la fortune (ISF),17 oct. 2022,herve-delepinau,economie
vote_269,POUR,Créer une taxe temporaire sur les super-dividendes distribuées par les grandes entreprises,12 oct. 2022,herve-delepinau,economie
vote_210,POUR,Interdire aux salariés en CDD qui refusent un CDI de toucher une allocation chômage,05 oct. 2022,herve-delepinau,affaires-sociales
vote_208,CONTRE,Moduler l'assurance chômage en fonction de la conjoncture économique,04 oct. 2022,herve-delepinau,affaires-sociales
vote_189,CONTRE,Approuver le partenariat entre la France et le Qatar pour la sécurité du Mondial de foot,04 août 2022,herve-delepinau,affaires-etrangeres
vote_184,ABSTENTION,Ratifier l'accord sur l'adhésion à l'OTAN de la Suède et de la Finlande,02 août 2022,herve-delepinau,affaires-etrangeres
vote_126,POUR,Créer une nouvelle aide financière exceptionnelle pour les particuliers se chauffant au fioul,25 juill. 2022,herve-delepinau,economie
vote_131,ABSTENTION,Demander la gratuité de 40 litres d'eau par jour et par personne,25 juill. 2022,herve-delepinau,economie
vote_81,POUR,Projet de loi pour le pouvoir d'achat,21 juill. 2022,herve-delepinau,economie
vote_44,CONTRE,Augmenter le salaire minimum (SMIC) à 1500 euros net mensuel,20 juill. 2022,herve-delepinau,economie
vote_3725,POUR,Projet de loi constitutionnelle modifiant le corps électoral en Nouvelle-Calédonie,14 mai 2024,nicolas-meizonnet,institutions
vote_3562,CONTRE,Projet de loi renforçant la lutte contre les dérives sectaires,20 mars 2024,nicolas-meizonnet,institutions
vote_3546,CONTRE,Projet de loi relatif à la gouvernance de la sûreté nucléaire,19 mars 2024,nicolas-meizonnet,institutions
vote_3461,ABSTENTION,Déclaration du gouvernement sur la stratégie d'aide à l'Ukraine,12 mars 2024,nicolas-meizonnet,affaires-etrangeres
vote_c1,ABSTENTION,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,nicolas-meizonnet,affaires-sociales
vote_3213,POUR,Projet de loi immigration,19 déc. 2023,nicolas-meizonnet,affaires-sociales
vote_3203,POUR,Motion de rejet du projet de loi immigration,11 déc. 2023,nicolas-meizonnet,affaires-sociales
vote_3058,POUR,Maintenir l'unanimité au Conseil des ministres de l'UE pour respecter la souveraineté des Etats,29 nov. 2023,nicolas-meizonnet,europe
vote_3048,POUR,Créer une commission d'enquête sur le modèle économique et la qualité d'accueil des crèches,28 nov. 2023,nicolas-meizonnet,affaires-sociales
vote_2965,CONTRE,Projet de loi pour le plein emploi,14 nov. 2023,nicolas-meizonnet,economie
vote_2826,ABSTENTION,Augmenter le budget des préfectures pour permettre un meilleur accueil des usagers,31 oct. 2023,nicolas-meizonnet,institutions
vote_2796,ABSTENTION,Projet de loi visant à sécuriser et réguler l'espace numérique,17 oct. 2023,nicolas-meizonnet,affaires-sociales
vote_2391,POUR,Lutter contre le dumping social sur le transport maritime transmanche,19 juill. 2023,nicolas-meizonnet,affaires-sociales
vote_2046,POUR,Proposition de loi facilitant la mise en œuvre de la lutte contre l’artificialisation des sols,27 juin 2023,nicolas-meizonnet,environnement
vote_1812,CONTRE,Déserts médicaux : réguler l'installation des médecins dans les zones bien pourvues en soignants,14 juin 2023,nicolas-meizonnet,sante-solidarite
vote_1778,POUR,Loi de programmation militaire 2024-2030,07 juin 2023,nicolas-meizonnet,defense-armee
vote_1762,POUR,Prolonger le dispositif de plafonnement de la hausse des loyers,31 mai 2023,nicolas-meizonnet,affaires-sociales
vote_1501,CONTRE,Afficher le drapeau européen sur les façades des mairies des villes de plus de 1 500 habitants,10 mai 2023,nicolas-meizonnet,europe
vote_1462,POUR,Proposition de loi réintégrant les soignants non-vaccinés contre le Covid-19,04 mai 2023,nicolas-meizonnet,sante-solidarite
vote_1482,POUR,Proposition de loi protégeant le groupe EDF d'un démembrement,04 mai 2023,nicolas-meizonnet,economie
vote_1362,POUR,Supprimer la TVA sur les produits alimentaires de produits de première nécessité,06 avr. 2023,nicolas-meizonnet,sante-solidarite
vote_1370,CONTRE,Proposer une option végétarienne dans les établissements de restauration collective,06 avr. 2023,nicolas-meizonnet,sante-solidarite
vote_1361,POUR,Proposition de loi visant à protéger les logements contre l'occupation illicite,04 avr. 2023,nicolas-meizonnet,justice
vote_1305,POUR,Projet de loi relatif aux Jeux olympiques de Paris 2024,28 mars 2023,nicolas-meizonnet,sports
vote_1243,POUR,Projet de loi d’accélération de l'énergie nucléaire,21 mars 2023,nicolas-meizonnet,economie
vote_1240,POUR,Réforme des retraites : Motion de censure transpartisane,20 mars 2023,nicolas-meizonnet,institutions
vote_972,CONTRE,Retraites : créer un « index senior » dans les entreprises,14 févr. 2023,nicolas-meizonnet,affaires-sociales
vote_947,CONTRE,Supprimer certains régimes spéciaux de retraite,10 févr. 2023,nicolas-meizonnet,affaires-sociales
vote_840,CONTRE,Inviter le Gouvernement à suspendre l'exploitation minière des fonds marins,17 janv. 2023,nicolas-meizonnet,economie
vote_838,ABSTENTION,Proposition de loi interdisant l'utilisation de colliers étrangleurs et électriques sur les chiens et chats,16 janv. 2023,nicolas-meizonnet,sante-solidarite
vote_823,CONTRE,Projet de loi accélérant la production d’énergies renouvelables,10 janv. 2023,nicolas-meizonnet,environnement
vote_770,POUR,Fixer une distance minimale de 40 kilomètres entre les éoliennes en mer et les côtes,13 déc. 2022,nicolas-meizonnet,environnement
vote_667,POUR,Solliciter l'avis des Bâtiments de France pour les projets éoliens à moins de 5km d'un bâtiment historique,06 déc. 2022,nicolas-meizonnet,environnement
vote_652,ABSTENTION,Proposition de résolution soutenant l'Ukraine et condamnant la guerre menée par la Russie,30 nov. 2022,nicolas-meizonnet,affaires-etrangeres
vote_629,CONTRE,Proposition de loi visant à inscrire l'IVG dans la Constitution,24 nov. 2022,nicolas-meizonnet,sante-solidarite
vote_623,POUR,Projet de loi d'orientation et de programmation du ministère de l'Intérieur (LOPMI),22 nov. 2022,nicolas-meizonnet,justice
vote_531,POUR,Créer une aide exceptionnelle de 230 millions d'euros pour les ménages se chauffant au bois,08 nov. 2022,nicolas-meizonnet,economie
vote_557,CONTRE,Projet de loi de finances rectificative pour 2022,08 nov. 2022,nicolas-meizonnet,economie
vote_530,POUR,"Réintroduire la réserve parlementaire, un fonds permettant aux députés de soutenir des associations",08 nov. 2022,nicolas-meizonnet,institutions
vote_490,POUR,Augmenter de 5 milliards d'euros les crédits pour la rénovation thermique des bâtiments,31 oct. 2022,nicolas-meizonnet,environnement
vote_361,CONTRE,Projet de loi de programmation des finances publiques (2023 à 2027),25 oct. 2022,nicolas-meizonnet,economie
vote_325,ABSTENTION,Rétablir l'impôt de solidarité sur la fortune (ISF),17 oct. 2022,nicolas-meizonnet,economie
vote_269,POUR,Créer une taxe temporaire sur les super-dividendes distribuées par les grandes entreprises,12 oct. 2022,nicolas-meizonnet,economie
vote_210,POUR,Interdire aux salariés en CDD qui refusent un CDI de toucher une allocation chômage,05 oct. 2022,nicolas-meizonnet,affaires-sociales
vote_208,CONTRE,Moduler l'assurance chômage en fonction de la conjoncture économique,04 oct. 2022,nicolas-meizonnet,affaires-sociales
vote_184,ABSTENTION,Ratifier l'accord sur l'adhésion à l'OTAN de la Suède et de la Finlande,02 août 2022,nicolas-meizonnet,affaires-etrangeres
vote_126,POUR,Créer une nouvelle aide financière exceptionnelle pour les particuliers se chauffant au fioul,25 juill. 2022,nicolas-meizonnet,economie
vote_81,POUR,Projet de loi pour le pouvoir d'achat,21 juill. 2022,nicolas-meizonnet,economie
vote_44,CONTRE,Augmenter le salaire minimum (SMIC) à 1500 euros net mensuel,20 juill. 2022,nicolas-meizonnet,economie
vote_4279,CONTRE,Projet de loi transformant le passe sanitaire en passe vaccinal,05 janv. 2022,nicolas-meizonnet,sante-solidarite
vote_4216,ABSTENTION,Obliger les jeunes médecins à s'installer trois ans dans un désert médical,02 déc. 2021,nicolas-meizonnet,sante-solidarite
vote_4204,CONTRE,Proposition de loi visant à renforcer le droit à l'avortement,30 nov. 2021,nicolas-meizonnet,affaires-sociales
vote_4150,CONTRE,Projet de loi de finances pour 2022,16 nov. 2021,nicolas-meizonnet,economie
vote_4085,POUR,Interdire le passe sanitaire dans les lieux d'exercice de la démocratie,03 nov. 2021,nicolas-meizonnet,institutions
vote_4100,POUR,Restreindre l'utilisation du passe sanitaire aux événements de plus de 5 000 personnes,03 nov. 2021,nicolas-meizonnet,sante-solidarite
vote_4101,POUR,Dispenser les mineurs de passe sanitaire pour leurs activités sportives en association,03 nov. 2021,nicolas-meizonnet,sports
vote_4034,CONTRE,Ensemble du projet de loi portant diverses dispositions de vigilance sanitaire,20 oct. 2021,nicolas-meizonnet,sante-solidarite
vote_4011,CONTRE,Autoriser le gouvernement à activer l'état d'urgence et le passe sanitaire jusqu'en juillet 2022,19 oct. 2021,nicolas-meizonnet,sante-solidarite
vote_3943,CONTRE,Projet de loi relatif à la gestion de la crise sanitaire,22 juill. 2021,nicolas-meizonnet,sante-solidarite
vote_3855,CONTRE,Projet de loi bioéthique,29 juin 2021,nicolas-meizonnet,affaires-sociales
vote_3633,POUR,Reporter les élections régionales et départementales d'une semaine,13 avr. 2021,nicolas-meizonnet,institutions
vote_3484,ABSTENTION,Inclure la protection de l'environnement dans la Constitution française,16 mars 2021,nicolas-meizonnet,environnement
vote_3421,ABSTENTION,L'ensemble du projet de loi confortant le respect des principes de la République,16 févr. 2021,nicolas-meizonnet,justice
vote_3389,ABSTENTION,Obliger les plateformes numériques à demander une pièce d'identité à leurs utilisateurs,11 févr. 2021,nicolas-meizonnet,justice
vote_3378,CONTRE,Prorogation de l'état d'urgence sanitaire jusqu'en juin 2021,09 févr. 2021,nicolas-meizonnet,sante-solidarite
vote_3360,POUR,Permettre de déchoir la nationalité d'une personne jugée coupable de violence envers un agent public,04 févr. 2021,nicolas-meizonnet,justice
vote_3352,POUR,Interdire le port de signes religieux et du voile au sein des universités,03 févr. 2021,nicolas-meizonnet,justice
vote_3346,POUR,Limiter le pouvoir du gouvernement dans la prorogation des mesures de confinement,02 févr. 2021,nicolas-meizonnet,institutions
vote_3254,POUR,L'ensemble de la proposition de loi relative à la sécurité globale,24 nov. 2020,nicolas-meizonnet,justice
vote_3219,POUR,Pénaliser la diffusion malveillante de l'image des forces de l'ordre,20 nov. 2020,nicolas-meizonnet,justice
vote_3186,CONTRE,L'ensemble du projet de loi de finances pour 2021,17 nov. 2020,nicolas-meizonnet,economie
vote_3188,CONTRE,L'ensemble du projet de loi de programmation de la recherche,17 nov. 2020,nicolas-meizonnet,universites-recherche
vote_3059,CONTRE,Loi de financement de la sécurité sociale pour 2021,27 oct. 2020,nicolas-meizonnet,sante-solidarite
vote_2959,ABSTENTION,Augmenter le taux d'imposition de la contribution exceptionnelle sur les hauts revenus (CEHR),13 oct. 2020,nicolas-meizonnet,economie
vote_2948,CONTRE,Allonger de 2 semaines le délai légal pour effectuer une interruption volontaire de grossesse (IVG),08 oct. 2020,nicolas-meizonnet,sante-solidarite
vote_2954,POUR,Création d'un fonds de soutien à la transition pour le bien-être animal,08 oct. 2020,nicolas-meizonnet,agriculture
vote_2940,POUR,Autorisation de l'utilisation des pesticides néonicotinoïdes jusqu'en 2023,06 oct. 2020,nicolas-meizonnet,agriculture
vote_2886,POUR,Annuler le pouvoir donné aux préfets de remplacer l'enquête publique par une consultation en ligne,29 sept. 2020,nicolas-meizonnet,institutions
vote_2884,POUR,Annuler la suppression de la Commission Supérieure du Numérique et des Postes (CSNP),28 sept. 2020,nicolas-meizonnet,institutions
vote_2814,CONTRE,Vote de confiance au gouvernement de Jean Castex,15 juill. 2020,nicolas-meizonnet,institutions
vote_3725,POUR,Projet de loi constitutionnelle modifiant le corps électoral en Nouvelle-Calédonie,14 mai 2024,sebastien-chenu,institutions
vote_3626,POUR,Limiter l'usage des polluants éternels (PFAS) : exclure les ustensiles de cuisine du texte,04 avr. 2024,sebastien-chenu,sante-solidarite
vote_3576,ABSTENTION,Obliger les laboratoires d'idées (think tanks) à déclarer les dons et versements étrangers,26 mars 2024,sebastien-chenu,institutions
vote_3546,CONTRE,Projet de loi relatif à la gouvernance de la sûreté nucléaire,19 mars 2024,sebastien-chenu,institutions
vote_3461,ABSTENTION,Déclaration du gouvernement sur la stratégie d'aide à l'Ukraine,12 mars 2024,sebastien-chenu,affaires-etrangeres
vote_3442,ABSTENTION,Créer une taxe sur les bureaux vacants,07 mars 2024,sebastien-chenu,economie
vote_3436,POUR,Proposition de loi portant réparation des personnes condamnées pour homosexualité entre 1945 et 1982,06 mars 2024,sebastien-chenu,institutions
vote_c1,POUR,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,sebastien-chenu,affaires-sociales
vote_3289,POUR,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,sebastien-chenu,affaires-sociales
vote_3245,ABSTENTION,"Rétablir une norme de hauteur sous plafond minimale de 2,20 mètres dans les logements",23 janv. 2024,sebastien-chenu,economie
vote_3213,POUR,Projet de loi immigration,19 déc. 2023,sebastien-chenu,affaires-sociales
vote_3203,POUR,Motion de rejet du projet de loi immigration,11 déc. 2023,sebastien-chenu,affaires-sociales
vote_2890,ABSTENTION,Soutenir financièrement les filières agricoles bio en situation de crise,06 nov. 2023,sebastien-chenu,agriculture
vote_2836,ABSTENTION,Obliger les entreprises financées par le plan France 2030 à publier un bilan carbone,02 nov. 2023,sebastien-chenu,environnement
vote_2796,ABSTENTION,Projet de loi visant à sécuriser et réguler l'espace numérique,17 oct. 2023,sebastien-chenu,affaires-sociales
vote_2545,ABSTENTION,Inscrire toutes les personnes sans emploi sur la liste des demandeurs d'emploi,27 sept. 2023,sebastien-chenu,affaires-sociales
vote_2256,POUR,Loi de programmation militaire 2024-2030,12 juill. 2023,sebastien-chenu,defense-armee
vote_1785,ABSTENTION,Élargir l'assiette de la taxe sur les transactions financières (TFF),08 juin 2023,sebastien-chenu,economie
vote_1778,POUR,Loi de programmation militaire 2024-2030,07 juin 2023,sebastien-chenu,defense-armee
vote_1762,POUR,Prolonger le dispositif de plafonnement de la hausse des loyers,31 mai 2023,sebastien-chenu,affaires-sociales
vote_1501,CONTRE,Afficher le drapeau européen sur les façades des mairies des villes de plus de 1 500 habitants,10 mai 2023,sebastien-chenu,europe
vote_1462,POUR,Proposition de loi réintégrant les soignants non-vaccinés contre le Covid-19,04 mai 2023,sebastien-chenu,sante-solidarite
vote_1482,ABSTENTION,Proposition de loi protégeant le groupe EDF d'un démembrement,04 mai 2023,sebastien-chenu,economie
vote_1361,POUR,Proposition de loi visant à protéger les logements contre l'occupation illicite,04 avr. 2023,sebastien-chenu,justice
vote_1305,POUR,Projet de loi relatif aux Jeux olympiques de Paris 2024,28 mars 2023,sebastien-chenu,sports
vote_1243,POUR,Projet de loi d’accélération de l'énergie nucléaire,21 mars 2023,sebastien-chenu,economie
vote_1240,POUR,Réforme des retraites : Motion de censure transpartisane,20 mars 2023,sebastien-chenu,institutions
vote_1158,CONTRE,Maintenir l'objectif de réduction de l'énergie nucléaire en France,13 mars 2023,sebastien-chenu,economie
vote_838,POUR,Proposition de loi interdisant l'utilisation de colliers étrangleurs et électriques sur les chiens et chats,16 janv. 2023,sebastien-chenu,sante-solidarite
vote_823,CONTRE,Projet de loi accélérant la production d’énergies renouvelables,10 janv. 2023,sebastien-chenu,environnement
vote_667,ABSTENTION,Solliciter l'avis des Bâtiments de France pour les projets éoliens à moins de 5km d'un bâtiment historique,06 déc. 2022,sebastien-chenu,environnement
vote_652,ABSTENTION,Proposition de résolution soutenant l'Ukraine et condamnant la guerre menée par la Russie,30 nov. 2022,sebastien-chenu,affaires-etrangeres
vote_629,POUR,Proposition de loi visant à inscrire l'IVG dans la Constitution,24 nov. 2022,sebastien-chenu,sante-solidarite
vote_623,POUR,Projet de loi d'orientation et de programmation du ministère de l'Intérieur (LOPMI),22 nov. 2022,sebastien-chenu,justice
vote_531,POUR,Créer une aide exceptionnelle de 230 millions d'euros pour les ménages se chauffant au bois,08 nov. 2022,sebastien-chenu,economie
vote_510,POUR,"Baisser le taux de TVA sur l'énergie : gaz, électricité, fioul, carburants",07 nov. 2022,sebastien-chenu,economie
vote_490,ABSTENTION,Augmenter de 5 milliards d'euros les crédits pour la rénovation thermique des bâtiments,31 oct. 2022,sebastien-chenu,environnement
vote_361,CONTRE,Projet de loi de programmation des finances publiques (2023 à 2027),25 oct. 2022,sebastien-chenu,economie
vote_325,ABSTENTION,Rétablir l'impôt de solidarité sur la fortune (ISF),17 oct. 2022,sebastien-chenu,economie
vote_208,CONTRE,Moduler l'assurance chômage en fonction de la conjoncture économique,04 oct. 2022,sebastien-chenu,affaires-sociales
vote_189,ABSTENTION,Approuver le partenariat entre la France et le Qatar pour la sécurité du Mondial de foot,04 août 2022,sebastien-chenu,affaires-etrangeres
vote_126,ABSTENTION,Créer une nouvelle aide financière exceptionnelle pour les particuliers se chauffant au fioul,25 juill. 2022,sebastien-chenu,economie
vote_105,POUR,Créer une taxe exceptionnelle sur les super‑profits des entreprises pétrolières et des concessionnaires d'autoroutes,23 juill. 2022,sebastien-chenu,economie
vote_81,POUR,Projet de loi pour le pouvoir d'achat,21 juill. 2022,sebastien-chenu,economie
vote_44,CONTRE,Augmenter le salaire minimum (SMIC) à 1500 euros net mensuel,20 juill. 2022,sebastien-chenu,economie
vote_4150,CONTRE,Projet de loi de finances pour 2022,16 nov. 2021,sebastien-chenu,economie
vote_4100,POUR,Restreindre l'utilisation du passe sanitaire aux événements de plus de 5 000 personnes,03 nov. 2021,sebastien-chenu,sante-solidarite
vote_4101,POUR,Dispenser les mineurs de passe sanitaire pour leurs activités sportives en association,03 nov. 2021,sebastien-chenu,sports
vote_4034,CONTRE,Ensemble du projet de loi portant diverses dispositions de vigilance sanitaire,20 oct. 2021,sebastien-chenu,sante-solidarite
vote_3979,POUR,Interdire les pratiques visant à modifier l’orientation sexuelle ou l’identité de genre d’une personne,05 oct. 2021,sebastien-chenu,justice
vote_3943,CONTRE,Projet de loi relatif à la gestion de la crise sanitaire,22 juill. 2021,sebastien-chenu,sante-solidarite
vote_3855,CONTRE,Projet de loi bioéthique,29 juin 2021,sebastien-chenu,affaires-sociales
vote_3633,POUR,Reporter les élections régionales et départementales d'une semaine,13 avr. 2021,sebastien-chenu,institutions
vote_3484,ABSTENTION,Inclure la protection de l'environnement dans la Constitution française,16 mars 2021,sebastien-chenu,environnement
vote_3421,ABSTENTION,L'ensemble du projet de loi confortant le respect des principes de la République,16 févr. 2021,sebastien-chenu,justice
vote_3378,CONTRE,Prorogation de l'état d'urgence sanitaire jusqu'en juin 2021,09 févr. 2021,sebastien-chenu,sante-solidarite
vote_3346,POUR,Limiter le pouvoir du gouvernement dans la prorogation des mesures de confinement,02 févr. 2021,sebastien-chenu,institutions
vote_3254,POUR,L'ensemble de la proposition de loi relative à la sécurité globale,24 nov. 2020,sebastien-chenu,justice
vote_3186,CONTRE,L'ensemble du projet de loi de finances pour 2021,17 nov. 2020,sebastien-chenu,economie
vote_3059,CONTRE,Loi de financement de la sécurité sociale pour 2021,27 oct. 2020,sebastien-chenu,sante-solidarite
vote_2940,POUR,Autorisation de l'utilisation des pesticides néonicotinoïdes jusqu'en 2023,06 oct. 2020,sebastien-chenu,agriculture
vote_2886,POUR,Annuler le pouvoir donné aux préfets de remplacer l'enquête publique par une consultation en ligne,29 sept. 2020,sebastien-chenu,institutions
vote_2814,CONTRE,Vote de confiance au gouvernement de Jean Castex,15 juill. 2020,sebastien-chenu,institutions
vote_2146,CONTRE,Projet de loi bioéthique,15 oct. 2019,sebastien-chenu,affaires-sociales
vote_3725,POUR,Projet de loi constitutionnelle modifiant le corps électoral en Nouvelle-Calédonie,14 mai 2024,marine-lepen,institutions
vote_3546,CONTRE,Projet de loi relatif à la gouvernance de la sûreté nucléaire,19 mars 2024,marine-lepen,institutions
vote_3461,ABSTENTION,Déclaration du gouvernement sur la stratégie d'aide à l'Ukraine,12 mars 2024,marine-lepen,affaires-etrangeres
vote_3436,POUR,Proposition de loi portant réparation des personnes condamnées pour homosexualité entre 1945 et 1982,06 mars 2024,marine-lepen,institutions
vote_c1,POUR,Projet de loi constitutionnelle inscrivant l'interruption volontaire de grossesse dans la Constitution (IVG),04 mars 2024,marine-lepen,affaires-sociales
vote_3289,POUR,Projet de loi visant à inscrire le droit à l'IVG dans la Constitution,30 janv. 2024,marine-lepen,affaires-sociales
vote_3213,POUR,Projet de loi immigration,19 déc. 2023,marine-lepen,affaires-sociales
vote_3203,POUR,Motion de rejet du projet de loi immigration,11 déc. 2023,marine-lepen,affaires-sociales
vote_2796,ABSTENTION,Projet de loi visant à sécuriser et réguler l'espace numérique,17 oct. 2023,marine-lepen,affaires-sociales
vote_2256,POUR,Loi de programmation militaire 2024-2030,12 juill. 2023,marine-lepen,defense-armee
vote_2046,POUR,Proposition de loi facilitant la mise en œuvre de la lutte contre l’artificialisation des sols,27 juin 2023,marine-lepen,environnement
vote_1785,ABSTENTION,Élargir l'assiette de la taxe sur les transactions financières (TFF),08 juin 2023,marine-lepen,economie
vote_1778,POUR,Loi de programmation militaire 2024-2030,07 juin 2023,marine-lepen,defense-armee
vote_1762,POUR,Prolonger le dispositif de plafonnement de la hausse des loyers,31 mai 2023,marine-lepen,affaires-sociales
vote_1361,POUR,Proposition de loi visant à protéger les logements contre l'occupation illicite,04 avr. 2023,marine-lepen,justice
vote_1305,POUR,Projet de loi relatif aux Jeux olympiques de Paris 2024,28 mars 2023,marine-lepen,sports
vote_1240,POUR,Réforme des retraites : Motion de censure transpartisane,20 mars 2023,marine-lepen,institutions
vote_972,CONTRE,Retraites : créer un « index senior » dans les entreprises,14 févr. 2023,marine-lepen,affaires-sociales
vote_947,CONTRE,Supprimer certains régimes spéciaux de retraite,10 févr. 2023,marine-lepen,affaires-sociales
vote_823,CONTRE,Projet de loi accélérant la production d’énergies renouvelables,10 janv. 2023,marine-lepen,environnement
vote_672,POUR,Créer un indicateur de saturation des éoliennes par département,07 déc. 2022,marine-lepen,environnement
vote_667,POUR,Solliciter l'avis des Bâtiments de France pour les projets éoliens à moins de 5km d'un bâtiment historique,06 déc. 2022,marine-lepen,environnement
vote_652,ABSTENTION,Proposition de résolution soutenant l'Ukraine et condamnant la guerre menée par la Russie,30 nov. 2022,marine-lepen,affaires-etrangeres
vote_629,POUR,Proposition de loi visant à inscrire l'IVG dans la Constitution,24 nov. 2022,marine-lepen,sante-solidarite
vote_623,POUR,Projet de loi d'orientation et de programmation du ministère de l'Intérieur (LOPMI),22 nov. 2022,marine-lepen,justice
vote_557,CONTRE,Projet de loi de finances rectificative pour 2022,08 nov. 2022,marine-lepen,economie
vote_530,POUR,"Réintroduire la réserve parlementaire, un fonds permettant aux députés de soutenir des associations",08 nov. 2022,marine-lepen,institutions
vote_510,POUR,"Baisser le taux de TVA sur l'énergie : gaz, électricité, fioul, carburants",07 nov. 2022,marine-lepen,economie
vote_490,POUR,Augmenter de 5 milliards d'euros les crédits pour la rénovation thermique des bâtiments,31 oct. 2022,marine-lepen,environnement
vote_361,CONTRE,Projet de loi de programmation des finances publiques (2023 à 2027),25 oct. 2022,marine-lepen,economie
vote_325,ABSTENTION,Rétablir l'impôt de solidarité sur la fortune (ISF),17 oct. 2022,marine-lepen,economie
vote_315,POUR,Relever l’abattement sur les successions et donations de 100 000 € à 150 000 €,14 oct. 2022,marine-lepen,affaires-sociales
